Id,code_module_x,code_presentation_x_x,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,final_result,score,code_module_y,code_presentation_y_y
53416,BBB,2014J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,Withdrawn,49,BBB,2014J
53417,BBB,2014J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,Withdrawn,49,BBB,2013B
53418,BBB,2014J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,Withdrawn,49,BBB,2014B
53419,BBB,2014J,F,Scotland,Lower Than A Level,50-60%,0-35,0,60,Withdrawn,35,BBB,2013J
53420,BBB,2014J,F,Scotland,Lower Than A Level,50-60%,0-35,0,60,Withdrawn,35,BBB,2014J
53421,BBB,2014J,F,Scotland,Lower Than A Level,50-60%,0-35,0,60,Withdrawn,35,BBB,2013B
53422,BBB,2014J,F,Scotland,Lower Than A Level,50-60%,0-35,0,60,Withdrawn,35,BBB,2014B
53423,BBB,2014J,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,60,Withdrawn,50,BBB,2013J
53424,BBB,2014J,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,60,Withdrawn,50,BBB,2014J
53425,BBB,2014J,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,60,Withdrawn,50,BBB,2013B
53426,BBB,2014J,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,60,Withdrawn,50,BBB,2014B
53427,BBB,2014J,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,Withdrawn,30,BBB,2013J
53428,BBB,2014J,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,Withdrawn,30,BBB,2014J
53429,BBB,2014J,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,Withdrawn,30,BBB,2013B
53430,BBB,2014J,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,Withdrawn,30,BBB,2014B
53431,BBB,2014J,F,Scotland,HE Qualification,20-30%,35-55,0,180,Pass,60,DDD,2013J
53432,BBB,2014J,F,Scotland,HE Qualification,20-30%,35-55,0,180,Pass,60,DDD,2014J
53433,BBB,2014J,F,Scotland,HE Qualification,20-30%,35-55,0,180,Pass,60,DDD,2013B
53434,BBB,2014J,F,Scotland,HE Qualification,20-30%,35-55,0,180,Pass,60,DDD,2014B
53435,DDD,2014J,F,Scotland,HE Qualification,20-30%,35-55,0,180,Withdrawn,60,DDD,2013J
53436,DDD,2014J,F,Scotland,HE Qualification,20-30%,35-55,0,180,Withdrawn,60,DDD,2014J
53437,DDD,2014J,F,Scotland,HE Qualification,20-30%,35-55,0,180,Withdrawn,60,DDD,2013B
53438,DDD,2014J,F,Scotland,HE Qualification,20-30%,35-55,0,180,Withdrawn,60,DDD,2014B
53439,BBB,2014J,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,Withdrawn,30,BBB,2013J
53440,BBB,2014J,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,Withdrawn,30,BBB,2014J
53441,BBB,2014J,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,Withdrawn,30,BBB,2013B
53442,BBB,2014J,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,Withdrawn,30,BBB,2014B
53443,BBB,2014J,M,London Region,HE Qualification,30-40%,35-55,0,60,Withdrawn,60,BBB,2013J
53444,BBB,2014J,M,London Region,HE Qualification,30-40%,35-55,0,60,Withdrawn,60,BBB,2014J
53445,BBB,2014J,M,London Region,HE Qualification,30-40%,35-55,0,60,Withdrawn,60,BBB,2013B
53446,BBB,2014J,M,London Region,HE Qualification,30-40%,35-55,0,60,Withdrawn,60,BBB,2014B
53447,BBB,2014J,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,120,Withdrawn,65,BBB,2013J
53448,BBB,2014J,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,120,Withdrawn,65,BBB,2014J
53449,BBB,2014J,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,120,Withdrawn,65,BBB,2013B
53450,BBB,2014J,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,120,Withdrawn,65,BBB,2014B
53451,BBB,2014J,F,South West Region,A Level or Equivalent,Oct-20,0-35,0,60,Withdrawn,45,BBB,2013J
53452,BBB,2014J,F,South West Region,A Level or Equivalent,Oct-20,0-35,0,60,Withdrawn,45,BBB,2014J
53453,BBB,2014J,F,South West Region,A Level or Equivalent,Oct-20,0-35,0,60,Withdrawn,45,BBB,2013B
53454,BBB,2014J,F,South West Region,A Level or Equivalent,Oct-20,0-35,0,60,Withdrawn,45,BBB,2014B
53455,BBB,2014J,M,Ireland,A Level or Equivalent,30-40%,0-35,0,60,Withdrawn,67,BBB,2013J
53456,BBB,2014J,M,Ireland,A Level or Equivalent,30-40%,0-35,0,60,Withdrawn,67,BBB,2014J
53457,BBB,2014J,M,Ireland,A Level or Equivalent,30-40%,0-35,0,60,Withdrawn,67,BBB,2013B
53458,BBB,2014J,M,Ireland,A Level or Equivalent,30-40%,0-35,0,60,Withdrawn,67,BBB,2014B
53459,BBB,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,Withdrawn,80,BBB,2013J
53460,BBB,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,Withdrawn,80,BBB,2014J
53461,BBB,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,Withdrawn,80,BBB,2013B
53462,BBB,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,Withdrawn,80,BBB,2014B
53463,BBB,2014J,F,Scotland,A Level or Equivalent,50-60%,0-35,0,120,Withdrawn,55,BBB,2013J
53464,BBB,2014J,F,Scotland,A Level or Equivalent,50-60%,0-35,0,120,Withdrawn,55,BBB,2014J
53465,BBB,2014J,F,Scotland,A Level or Equivalent,50-60%,0-35,0,120,Withdrawn,55,BBB,2013B
53466,BBB,2014J,F,Scotland,A Level or Equivalent,50-60%,0-35,0,120,Withdrawn,55,BBB,2014B
53467,BBB,2014J,F,South East Region,A Level or Equivalent,70-80%,35-55,0,90,Withdrawn,90,BBB,2013J
53468,BBB,2014J,F,South East Region,A Level or Equivalent,70-80%,35-55,0,90,Withdrawn,90,BBB,2014J
53469,BBB,2014J,F,South East Region,A Level or Equivalent,70-80%,35-55,0,90,Withdrawn,90,BBB,2013B
53470,BBB,2014J,F,South East Region,A Level or Equivalent,70-80%,35-55,0,90,Withdrawn,90,BBB,2014B
53471,BBB,2014J,F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,Withdrawn,67,BBB,2013J
53472,BBB,2014J,F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,Withdrawn,67,BBB,2014J
53473,BBB,2014J,F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,Withdrawn,67,BBB,2013B
53474,BBB,2014J,F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,Withdrawn,67,BBB,2014B
53475,BBB,2013B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,120,Fail,49,BBB,2013J
53476,BBB,2013B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,120,Fail,49,BBB,2014J
53477,BBB,2013B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,120,Fail,49,BBB,2013B
53478,BBB,2013B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,120,Fail,49,BBB,2014B
53479,BBB,2014B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,120,Withdrawn,49,BBB,2013J
53480,BBB,2014B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,120,Withdrawn,49,BBB,2014J
53481,BBB,2014B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,120,Withdrawn,49,BBB,2013B
53482,BBB,2014B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,120,Withdrawn,49,BBB,2014B
53483,BBB,2014J,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,3,120,Pass,49,BBB,2013J
53484,BBB,2014J,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,3,120,Pass,49,BBB,2014J
53485,BBB,2014J,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,3,120,Pass,49,BBB,2013B
53486,BBB,2014J,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,3,120,Pass,49,BBB,2014B
53487,BBB,2013B,F,South West Region,A Level or Equivalent,20-30%,35-55,0,60,Withdrawn,84,BBB,2013J
53488,BBB,2013B,F,South West Region,A Level or Equivalent,20-30%,35-55,0,60,Withdrawn,84,BBB,2014J
53489,BBB,2013B,F,South West Region,A Level or Equivalent,20-30%,35-55,0,60,Withdrawn,84,BBB,2013B
53490,BBB,2013B,F,South West Region,A Level or Equivalent,20-30%,35-55,0,60,Withdrawn,84,BBB,2014B
53491,BBB,2014J,F,South West Region,A Level or Equivalent,20-30%,35-55,1,60,Pass,84,BBB,2013J
53492,BBB,2014J,F,South West Region,A Level or Equivalent,20-30%,35-55,1,60,Pass,84,BBB,2014J
53493,BBB,2014J,F,South West Region,A Level or Equivalent,20-30%,35-55,1,60,Pass,84,BBB,2013B
53494,BBB,2014J,F,South West Region,A Level or Equivalent,20-30%,35-55,1,60,Pass,84,BBB,2014B
53495,BBB,2013J,F,Wales,A Level or Equivalent,70-80%,35-55,0,60,Withdrawn,85,BBB,2013J
53496,BBB,2013J,F,Wales,A Level or Equivalent,70-80%,35-55,0,60,Withdrawn,85,BBB,2014J
53497,BBB,2013J,F,Wales,A Level or Equivalent,70-80%,35-55,0,60,Withdrawn,85,BBB,2013B
53498,BBB,2013J,F,Wales,A Level or Equivalent,70-80%,35-55,0,60,Withdrawn,85,BBB,2014B
53499,BBB,2014J,F,Wales,A Level or Equivalent,70-80%,35-55,1,60,Pass,85,BBB,2013J
53500,BBB,2014J,F,Wales,A Level or Equivalent,70-80%,35-55,1,60,Pass,85,BBB,2014J
53501,BBB,2014J,F,Wales,A Level or Equivalent,70-80%,35-55,1,60,Pass,85,BBB,2013B
53502,BBB,2014J,F,Wales,A Level or Equivalent,70-80%,35-55,1,60,Pass,85,BBB,2014B
53503,BBB,2013J,F,Wales,Lower Than A Level,60-70%,0-35,1,60,Withdrawn,74,BBB,2013J
53504,BBB,2013J,F,Wales,Lower Than A Level,60-70%,0-35,1,60,Withdrawn,74,BBB,2014J
53505,BBB,2013J,F,Wales,Lower Than A Level,60-70%,0-35,1,60,Withdrawn,74,BBB,2013B
53506,BBB,2013J,F,Wales,Lower Than A Level,60-70%,0-35,1,60,Withdrawn,74,BBB,2014B
53507,BBB,2014J,F,Wales,Lower Than A Level,60-70%,0-35,2,60,Distinction,74,BBB,2013J
53508,BBB,2014J,F,Wales,Lower Than A Level,60-70%,0-35,2,60,Distinction,74,BBB,2014J
53509,BBB,2014J,F,Wales,Lower Than A Level,60-70%,0-35,2,60,Distinction,74,BBB,2013B
53510,BBB,2014J,F,Wales,Lower Than A Level,60-70%,0-35,2,60,Distinction,74,BBB,2014B
53511,BBB,2013J,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,Withdrawn,46,BBB,2013J
53512,BBB,2013J,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,Withdrawn,46,BBB,2014J
53513,BBB,2013J,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,Withdrawn,46,BBB,2013B
53514,BBB,2013J,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,Withdrawn,46,BBB,2014B
53515,BBB,2014J,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,1,180,Pass,46,BBB,2013J
53516,BBB,2014J,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,1,180,Pass,46,BBB,2014J
53517,BBB,2014J,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,1,180,Pass,46,BBB,2013B
53518,BBB,2014J,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,1,180,Pass,46,BBB,2014B
53519,BBB,2013J,F,Yorkshire Region,A Level or Equivalent,Oct-20,0-35,0,60,Withdrawn,40,BBB,2013J
53520,BBB,2013J,F,Yorkshire Region,A Level or Equivalent,Oct-20,0-35,0,60,Withdrawn,40,BBB,2014J
53521,BBB,2013J,F,Yorkshire Region,A Level or Equivalent,Oct-20,0-35,0,60,Withdrawn,40,BBB,2013B
53522,BBB,2013J,F,Yorkshire Region,A Level or Equivalent,Oct-20,0-35,0,60,Withdrawn,40,BBB,2014B
53523,BBB,2014J,F,Yorkshire Region,A Level or Equivalent,Oct-20,0-35,1,60,Pass,40,BBB,2013J
53524,BBB,2014J,F,Yorkshire Region,A Level or Equivalent,Oct-20,0-35,1,60,Pass,40,BBB,2014J
53525,BBB,2014J,F,Yorkshire Region,A Level or Equivalent,Oct-20,0-35,1,60,Pass,40,BBB,2013B
53526,BBB,2014J,F,Yorkshire Region,A Level or Equivalent,Oct-20,0-35,1,60,Pass,40,BBB,2014B
53527,BBB,2013J,M,South Region,A Level or Equivalent,70-80%,0-35,0,120,Withdrawn,80,BBB,2013J
53528,BBB,2013J,M,South Region,A Level or Equivalent,70-80%,0-35,0,120,Withdrawn,80,BBB,2014J
53529,BBB,2013J,M,South Region,A Level or Equivalent,70-80%,0-35,0,120,Withdrawn,80,BBB,2013B
53530,BBB,2013J,M,South Region,A Level or Equivalent,70-80%,0-35,0,120,Withdrawn,80,BBB,2014B
53531,BBB,2014J,M,South Region,A Level or Equivalent,70-80%,0-35,1,120,Pass,80,BBB,2013J
53532,BBB,2014J,M,South Region,A Level or Equivalent,70-80%,0-35,1,120,Pass,80,BBB,2014J
53533,BBB,2014J,M,South Region,A Level or Equivalent,70-80%,0-35,1,120,Pass,80,BBB,2013B
53534,BBB,2014J,M,South Region,A Level or Equivalent,70-80%,0-35,1,120,Pass,80,BBB,2014B
53535,BBB,2013J,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,Withdrawn,73,BBB,2013J
53536,BBB,2013J,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,Withdrawn,73,BBB,2014J
53537,BBB,2013J,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,Withdrawn,73,BBB,2013B
53538,BBB,2013J,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,Withdrawn,73,BBB,2014B
53539,BBB,2014J,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,1,120,Distinction,73,BBB,2013J
53540,BBB,2014J,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,1,120,Distinction,73,BBB,2014J
53541,BBB,2014J,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,1,120,Distinction,73,BBB,2013B
53542,BBB,2014J,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,1,120,Distinction,73,BBB,2014B
53543,BBB,2013J,F,South East Region,Lower Than A Level,40-50%,0-35,0,60,Withdrawn,78,BBB,2013J
53544,BBB,2013J,F,South East Region,Lower Than A Level,40-50%,0-35,0,60,Withdrawn,78,BBB,2014J
53545,BBB,2013J,F,South East Region,Lower Than A Level,40-50%,0-35,0,60,Withdrawn,78,BBB,2013B
53546,BBB,2013J,F,South East Region,Lower Than A Level,40-50%,0-35,0,60,Withdrawn,78,BBB,2014B
53547,BBB,2014J,F,South East Region,Lower Than A Level,40-50%,0-35,1,60,Pass,78,BBB,2013J
53548,BBB,2014J,F,South East Region,Lower Than A Level,40-50%,0-35,1,60,Pass,78,BBB,2014J
53549,BBB,2014J,F,South East Region,Lower Than A Level,40-50%,0-35,1,60,Pass,78,BBB,2013B
53550,BBB,2014J,F,South East Region,Lower Than A Level,40-50%,0-35,1,60,Pass,78,BBB,2014B
53551,BBB,2013J,F,West Midlands Region,Lower Than A Level,90-100%,0-35,0,120,Withdrawn,86,BBB,2013J
53552,BBB,2013J,F,West Midlands Region,Lower Than A Level,90-100%,0-35,0,120,Withdrawn,86,BBB,2014J
53553,BBB,2013J,F,West Midlands Region,Lower Than A Level,90-100%,0-35,0,120,Withdrawn,86,BBB,2013B
53554,BBB,2013J,F,West Midlands Region,Lower Than A Level,90-100%,0-35,0,120,Withdrawn,86,BBB,2014B
53555,BBB,2014J,F,West Midlands Region,Lower Than A Level,90-100%,0-35,1,60,Pass,86,BBB,2013J
53556,BBB,2014J,F,West Midlands Region,Lower Than A Level,90-100%,0-35,1,60,Pass,86,BBB,2014J
53557,BBB,2014J,F,West Midlands Region,Lower Than A Level,90-100%,0-35,1,60,Pass,86,BBB,2013B
53558,BBB,2014J,F,West Midlands Region,Lower Than A Level,90-100%,0-35,1,60,Pass,86,BBB,2014B
53559,BBB,2013J,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,Withdrawn,77,BBB,2013J
53560,BBB,2013J,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,Withdrawn,77,BBB,2014J
53561,BBB,2013J,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,Withdrawn,77,BBB,2013B
53562,BBB,2013J,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,Withdrawn,77,BBB,2014B
53563,BBB,2014J,F,South East Region,A Level or Equivalent,40-50%,35-55,1,60,Distinction,77,BBB,2013J
53564,BBB,2014J,F,South East Region,A Level or Equivalent,40-50%,35-55,1,60,Distinction,77,BBB,2014J
53565,BBB,2014J,F,South East Region,A Level or Equivalent,40-50%,35-55,1,60,Distinction,77,BBB,2013B
53566,BBB,2014J,F,South East Region,A Level or Equivalent,40-50%,35-55,1,60,Distinction,77,BBB,2014B
53567,BBB,2013J,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,Withdrawn,68,BBB,2013J
53568,BBB,2013J,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,Withdrawn,68,BBB,2014J
53569,BBB,2013J,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,Withdrawn,68,BBB,2013B
53570,BBB,2013J,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,Withdrawn,68,BBB,2014B
53571,BBB,2014J,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,1,120,Pass,68,BBB,2013J
53572,BBB,2014J,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,1,120,Pass,68,BBB,2014J
53573,BBB,2014J,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,1,120,Pass,68,BBB,2013B
53574,BBB,2014J,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,1,120,Pass,68,BBB,2014B
53575,BBB,2013J,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,Withdrawn,92,BBB,2013J
53576,BBB,2013J,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,Withdrawn,92,BBB,2014J
53577,BBB,2013J,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,Withdrawn,92,BBB,2013B
53578,BBB,2013J,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,Withdrawn,92,BBB,2014B
53579,BBB,2014J,F,West Midlands Region,Lower Than A Level,20-30%,0-35,1,60,Pass,92,BBB,2013J
53580,BBB,2014J,F,West Midlands Region,Lower Than A Level,20-30%,0-35,1,60,Pass,92,BBB,2014J
53581,BBB,2014J,F,West Midlands Region,Lower Than A Level,20-30%,0-35,1,60,Pass,92,BBB,2013B
53582,BBB,2014J,F,West Midlands Region,Lower Than A Level,20-30%,0-35,1,60,Pass,92,BBB,2014B
53583,BBB,2013J,F,South East Region,A Level or Equivalent,70-80%,35-55,0,120,Withdrawn,59,BBB,2013J
53584,BBB,2013J,F,South East Region,A Level or Equivalent,70-80%,35-55,0,120,Withdrawn,59,BBB,2014J
53585,BBB,2013J,F,South East Region,A Level or Equivalent,70-80%,35-55,0,120,Withdrawn,59,BBB,2013B
53586,BBB,2013J,F,South East Region,A Level or Equivalent,70-80%,35-55,0,120,Withdrawn,59,BBB,2014B
53587,BBB,2014J,F,South East Region,A Level or Equivalent,70-80%,35-55,1,60,Pass,59,BBB,2013J
53588,BBB,2014J,F,South East Region,A Level or Equivalent,70-80%,35-55,1,60,Pass,59,BBB,2014J
53589,BBB,2014J,F,South East Region,A Level or Equivalent,70-80%,35-55,1,60,Pass,59,BBB,2013B
53590,BBB,2014J,F,South East Region,A Level or Equivalent,70-80%,35-55,1,60,Pass,59,BBB,2014B
53591,BBB,2013J,F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,Withdrawn,87,BBB,2013J
53592,BBB,2013J,F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,Withdrawn,87,BBB,2014J
53593,BBB,2013J,F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,Withdrawn,87,BBB,2013B
53594,BBB,2013J,F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,Withdrawn,87,BBB,2014B
53595,BBB,2014J,F,South East Region,A Level or Equivalent,20-30%,0-35,1,90,Pass,87,BBB,2013J
53596,BBB,2014J,F,South East Region,A Level or Equivalent,20-30%,0-35,1,90,Pass,87,BBB,2014J
53597,BBB,2014J,F,South East Region,A Level or Equivalent,20-30%,0-35,1,90,Pass,87,BBB,2013B
53598,BBB,2014J,F,South East Region,A Level or Equivalent,20-30%,0-35,1,90,Pass,87,BBB,2014B
53599,BBB,2013J,F,South East Region,A Level or Equivalent,Oct-20,0-35,0,120,Withdrawn,96,BBB,2013J
53600,BBB,2013J,F,South East Region,A Level or Equivalent,Oct-20,0-35,0,120,Withdrawn,96,BBB,2014J
53601,BBB,2013J,F,South East Region,A Level or Equivalent,Oct-20,0-35,0,120,Withdrawn,96,BBB,2013B
53602,BBB,2013J,F,South East Region,A Level or Equivalent,Oct-20,0-35,0,120,Withdrawn,96,BBB,2014B
53603,BBB,2014J,F,South East Region,A Level or Equivalent,Oct-20,0-35,1,60,Pass,96,BBB,2013J
53604,BBB,2014J,F,South East Region,A Level or Equivalent,Oct-20,0-35,1,60,Pass,96,BBB,2014J
53605,BBB,2014J,F,South East Region,A Level or Equivalent,Oct-20,0-35,1,60,Pass,96,BBB,2013B
53606,BBB,2014J,F,South East Region,A Level or Equivalent,Oct-20,0-35,1,60,Pass,96,BBB,2014B
53607,BBB,2013J,F,Scotland,Lower Than A Level,20-30%,0-35,0,60,Withdrawn,30,BBB,2013J
53608,BBB,2013J,F,Scotland,Lower Than A Level,20-30%,0-35,0,60,Withdrawn,30,BBB,2014J
53609,BBB,2013J,F,Scotland,Lower Than A Level,20-30%,0-35,0,60,Withdrawn,30,BBB,2013B
53610,BBB,2013J,F,Scotland,Lower Than A Level,20-30%,0-35,0,60,Withdrawn,30,BBB,2014B
53611,BBB,2014J,F,Scotland,Lower Than A Level,20-30%,0-35,1,120,Pass,30,BBB,2013J
53612,BBB,2014J,F,Scotland,Lower Than A Level,20-30%,0-35,1,120,Pass,30,BBB,2014J
53613,BBB,2014J,F,Scotland,Lower Than A Level,20-30%,0-35,1,120,Pass,30,BBB,2013B
53614,BBB,2014J,F,Scotland,Lower Than A Level,20-30%,0-35,1,120,Pass,30,BBB,2014B
53615,BBB,2014B,F,London Region,Lower Than A Level,20-30%,0-35,1,120,Withdrawn,74,BBB,2013J
53616,BBB,2014B,F,London Region,Lower Than A Level,20-30%,0-35,1,120,Withdrawn,74,BBB,2014J
53617,BBB,2014B,F,London Region,Lower Than A Level,20-30%,0-35,1,120,Withdrawn,74,BBB,2013B
53618,BBB,2014B,F,London Region,Lower Than A Level,20-30%,0-35,1,120,Withdrawn,74,BBB,2014B
53619,BBB,2014J,F,London Region,Lower Than A Level,20-30%,0-35,2,60,Pass,74,BBB,2013J
53620,BBB,2014J,F,London Region,Lower Than A Level,20-30%,0-35,2,60,Pass,74,BBB,2014J
53621,BBB,2014J,F,London Region,Lower Than A Level,20-30%,0-35,2,60,Pass,74,BBB,2013B
53622,BBB,2014J,F,London Region,Lower Than A Level,20-30%,0-35,2,60,Pass,74,BBB,2014B
53623,BBB,2014B,F,North Region,Lower Than A Level,50-60%,35-55,0,60,Withdrawn,82,BBB,2013J
53624,BBB,2014B,F,North Region,Lower Than A Level,50-60%,35-55,0,60,Withdrawn,82,BBB,2014J
53625,BBB,2014B,F,North Region,Lower Than A Level,50-60%,35-55,0,60,Withdrawn,82,BBB,2013B
53626,BBB,2014B,F,North Region,Lower Than A Level,50-60%,35-55,0,60,Withdrawn,82,BBB,2014B
53627,BBB,2014J,F,North Region,Lower Than A Level,50-60%,35-55,1,60,Pass,82,BBB,2013J
53628,BBB,2014J,F,North Region,Lower Than A Level,50-60%,35-55,1,60,Pass,82,BBB,2014J
53629,BBB,2014J,F,North Region,Lower Than A Level,50-60%,35-55,1,60,Pass,82,BBB,2013B
53630,BBB,2014J,F,North Region,Lower Than A Level,50-60%,35-55,1,60,Pass,82,BBB,2014B
53631,BBB,2014B,F,Scotland,HE Qualification,30-40%,0-35,1,75,Withdrawn,60,BBB,2013J
53632,BBB,2014B,F,Scotland,HE Qualification,30-40%,0-35,1,75,Withdrawn,60,BBB,2014J
53633,BBB,2014B,F,Scotland,HE Qualification,30-40%,0-35,1,75,Withdrawn,60,BBB,2013B
53634,BBB,2014B,F,Scotland,HE Qualification,30-40%,0-35,1,75,Withdrawn,60,BBB,2014B
53635,BBB,2014J,F,Scotland,HE Qualification,30-40%,0-35,2,120,Fail,60,BBB,2013J
53636,BBB,2014J,F,Scotland,HE Qualification,30-40%,0-35,2,120,Fail,60,BBB,2014J
53637,BBB,2014J,F,Scotland,HE Qualification,30-40%,0-35,2,120,Fail,60,BBB,2013B
53638,BBB,2014J,F,Scotland,HE Qualification,30-40%,0-35,2,120,Fail,60,BBB,2014B
53639,BBB,2014B,F,South East Region,HE Qualification,70-80%,35-55,0,60,Withdrawn,97,BBB,2013J
53640,BBB,2014B,F,South East Region,HE Qualification,70-80%,35-55,0,60,Withdrawn,97,BBB,2014J
53641,BBB,2014B,F,South East Region,HE Qualification,70-80%,35-55,0,60,Withdrawn,97,BBB,2013B
53642,BBB,2014B,F,South East Region,HE Qualification,70-80%,35-55,0,60,Withdrawn,97,BBB,2014B
53643,BBB,2014J,F,South East Region,HE Qualification,70-80%,35-55,1,60,Distinction,97,BBB,2013J
53644,BBB,2014J,F,South East Region,HE Qualification,70-80%,35-55,1,60,Distinction,97,BBB,2014J
53645,BBB,2014J,F,South East Region,HE Qualification,70-80%,35-55,1,60,Distinction,97,BBB,2013B
53646,BBB,2014J,F,South East Region,HE Qualification,70-80%,35-55,1,60,Distinction,97,BBB,2014B
53647,BBB,2014B,F,North Region,Lower Than A Level,20-30%,0-35,0,120,Withdrawn,70,BBB,2013J
53648,BBB,2014B,F,North Region,Lower Than A Level,20-30%,0-35,0,120,Withdrawn,70,BBB,2014J
53649,BBB,2014B,F,North Region,Lower Than A Level,20-30%,0-35,0,120,Withdrawn,70,BBB,2013B
53650,BBB,2014B,F,North Region,Lower Than A Level,20-30%,0-35,0,120,Withdrawn,70,BBB,2014B
53651,BBB,2014J,F,North Region,Lower Than A Level,20-30%,0-35,1,120,Pass,70,BBB,2013J
53652,BBB,2014J,F,North Region,Lower Than A Level,20-30%,0-35,1,120,Pass,70,BBB,2014J
53653,BBB,2014J,F,North Region,Lower Than A Level,20-30%,0-35,1,120,Pass,70,BBB,2013B
53654,BBB,2014J,F,North Region,Lower Than A Level,20-30%,0-35,1,120,Pass,70,BBB,2014B
53655,BBB,2014B,M,London Region,A Level or Equivalent,40-50%,35-55,0,120,Withdrawn,59,BBB,2013J
53656,BBB,2014B,M,London Region,A Level or Equivalent,40-50%,35-55,0,120,Withdrawn,59,BBB,2014J
53657,BBB,2014B,M,London Region,A Level or Equivalent,40-50%,35-55,0,120,Withdrawn,59,BBB,2013B
53658,BBB,2014B,M,London Region,A Level or Equivalent,40-50%,35-55,0,120,Withdrawn,59,BBB,2014B
53659,BBB,2014J,M,London Region,A Level or Equivalent,40-50%,35-55,1,120,Pass,59,BBB,2013J
